context_len,source_type,entropy_bin,n,entropy_mean,entropy_min,entropy_max,empirical_accept_rate,mean_alpha_sampled,mean_exact_accept_prob,mean_q_sample,mean_p_sample,mean_target_entropy,empirical_accept_se
128,code,2,100,2.9636452,2.9636455,2.9636455,0.15,0.1518691,0.1867776,0.12240615,0.07573614,1.1142981,0.035707142142714254
128,code,3,100,2.9636452,2.9636455,2.9636455,0.29,0.2828238,0.1867776,0.13593414,0.13630432,1.1142981,0.045376205218153706
128,code,4,100,4.4789906,2.9636455,4.72384,0.02,0.02088579,0.020540562,0.14010374,0.01004933,0.44458064,0.014
128,code,5,100,4.774732,4.72384,4.996492,0.0,0.0063300394,0.013440715,0.08749116,0.00012749189,0.20645998,0.0
128,code,6,100,5.718975,4.996492,6.526432,0.02,0.026829176,0.039797142,0.023006517,0.01003141,0.9967357,0.014
128,code,7,100,6.526432,6.526432,6.526432,0.11,0.11422516,0.09112477,0.006484675,0.0011559022,3.4156682,0.03128897569432403
128,code,8,100,6.553053,6.526432,6.632633,0.07,0.069100134,0.064694166,0.007121607,8.52086e-05,2.4025264,0.02551470164434615
128,code,9,100,6.7950926,6.632633,6.9847975,0.0,0.0038554254,0.005181472,0.0054068947,1.1329954e-05,0.4264488,0.0
128,json_config,0,100,1.3815255,1.2052119,2.3234372,0.77,0.7714099,0.83535063,0.6345086,0.7433864,0.17992133,0.042083250825001625
128,json_config,1,100,2.3644824,2.3234856,2.4394784,0.67,0.6645159,0.6473707,0.36928052,0.56333715,0.41130573,0.04702127178203499
128,json_config,2,100,2.5848598,2.4404626,2.6927538,0.24,0.25657764,0.2467261,0.2515748,0.23217544,0.08018893,0.04270831300812525
128,json_config,3,100,2.956832,2.6933072,2.9981675,0.31,0.2945555,0.32799685,0.11201933,0.19391598,0.3781731,0.04624932431938871
128,json_config,4,100,3.2041793,2.998269,3.3300772,0.35,0.32925782,0.33583215,0.1586088,0.16371612,0.8506554,0.047696960070847276
128,json_config,5,100,3.343485,3.3301113,3.3809748,0.32,0.31813562,0.31932184,0.17914014,0.119318664,1.1981753,0.0466476151587624
128,json_config,6,100,3.5501275,3.3825345,3.7087119,0.13,0.13181616,0.11934209,0.093328275,0.12790851,0.109921016,0.03363034344160047
128,json_config,7,100,5.009703,3.7114677,5.2673116,0.16,0.14779809,0.14174718,0.07130328,0.09517667,0.37917292,0.03666060555964672
128,json_config,8,100,5.5335956,5.269003,6.471465,0.15,0.1560152,0.09363005,0.055790197,0.103112936,0.5088758,0.035707142142714254
128,json_config,9,100,6.62315,6.4715376,7.0928183,0.01,0.008343769,0.037770852,0.013657939,0.0003396707,1.2586838,0.0099498743710662
128,math,0,100,0.12597927,0.12597927,0.12597927,0.98,0.9807612,0.9818585,0.9622821,0.9798304,0.0023470395,0.014000000000000005
128,math,1,100,0.12597927,0.12597927,0.12597927,0.99,0.99000007,0.9818585,0.97209775,0.98982847,0.0023470395,0.009949874371066205
128,math,2,100,1.0975267,0.12597927,1.9069376,0.63,0.6007467,0.5809481,0.64728165,0.50579685,1.1226238,0.048280430818293245
128,math,3,100,2.1471634,1.9069376,2.6228719,0.42,0.42613074,0.3844764,0.31692305,0.16556598,1.8472431,0.04935585071701227
128,math,4,100,2.7137995,2.6233335,2.888327,0.59,0.59453005,0.59453624,0.34662998,0.56220746,0.16870716,0.04918333050943175
128,math,5,100,2.904795,2.8897755,2.9330397,0.69,0.6750672,0.6421811,0.42566848,0.61461425,0.4340055,0.04624932431938871
128,math,6,100,3.0036743,2.9330397,3.0135205,0.48,0.47380227,0.44405827,0.17804986,0.16694278,1.7386824,0.049959983987187186
128,math,7,100,3.5141053,3.0136771,3.844815,0.45,0.4395345,0.4504121,0.13429834,0.22875239,1.0390906,0.049749371855331
128,math,8,100,5.1120276,3.850706,5.3185625,0.38,0.38754192,0.4141148,0.047840066,0.07508585,2.7982323,0.048538644398046386
128,math,9,100,5.8048096,5.318571,6.3844786,0.08,0.0952666,0.12500343,0.0120604,0.0032272262,2.0386486,0.027129319932501072
128,natural_language,0,100,1.587845,0.10779348,2.6990485,0.48,0.4877237,0.52849466,0.40414444,0.44709343,0.23022299,0.049959983987187186
