t,policy,budget,primary,alloc,N_acc,time_ms,throughput,models_used,uses_new,no_delay_ok
73,random_residual,12,Fast,"{'Fast': 10, 'Balanced': 2}",6.4781284446243115,79.31245651858217,0.08167857520724436,2,0,1
74,proposed,8,Balanced,{'Balanced': 8},6.431702497184071,85.45348862533169,0.07526553451063515,1,0,1
74,best_all,8,Balanced,{'Balanced': 8},5.667785148571028,85.45348862533169,0.06632596561880891,1,0,1
74,primary_only,8,Balanced,{'Balanced': 8},6.223331449942507,85.45348862533169,0.07282711975901325,1,0,1
74,random_residual,8,Balanced,{'Balanced': 8},5.485829771252976,85.45348862533169,0.06419667423182025,1,0,1
75,proposed,24,Balanced,"{'Balanced': 12, 'Accurate': 6, 'Fast': 6}",8.799466708980809,93.4469121223415,0.09416540909838167,3,0,1
75,best_all,24,Balanced,{'Balanced': 24},7.793048809764724,124.69382424468299,0.06249747216407973,1,0,1
75,primary_only,24,Balanced,{'Balanced': 12},7.0058233636642155,93.4469121223415,0.07497115960869988,1,0,1
75,random_residual,24,Balanced,"{'Balanced': 12, 'Accurate': 6, 'Fast': 6}",9.346006215109574,93.4469121223415,0.10001407219185265,3,0,1
76,proposed,12,Balanced,{'Balanced': 12},7.012673264252729,99.3403084562892,0.07059242490009361,1,0,1
76,best_all,12,Balanced,{'Balanced': 12},7.621636653553237,99.3403084562892,0.07672249836939896,1,0,1
76,primary_only,12,Balanced,{'Balanced': 12},6.938169592420438,99.3403084562892,0.06984244059875562,1,0,1
76,random_residual,12,Balanced,{'Balanced': 12},6.739795806422289,99.3403084562892,0.06784552928369325,1,0,1
77,proposed,32,Balanced,"{'Balanced': 12, 'Accurate': 9, 'Fast': 10}",9.039991896253193,98.44098326348447,0.09183158880135314,3,0,1
77,best_all,32,Fast,{'Fast': 32},6.001994089691516,127.65446451805789,0.047017502383102934,1,0,1
77,primary_only,32,Balanced,{'Balanced': 12},6.986651522577977,98.44098326348447,0.07097299611359727,1,0,1
77,random_residual,32,Balanced,"{'Balanced': 12, 'Fast': 10, 'Accurate': 9}",9.48195630268952,98.44098326348447,0.0963212270778561,3,0,1
78,proposed,16,Balanced,"{'Balanced': 12, 'Accurate': 4}",8.293760537870886,98.93172748313539,0.08383317211644464,2,0,1
78,best_all,16,Balanced,{'Balanced': 16},7.327659736364976,111.17563664418051,0.06591066134226219,1,0,1
78,primary_only,16,Balanced,{'Balanced': 12},7.178348724988373,98.93172748313539,0.07255861094927353,1,0,1
78,random_residual,16,Balanced,"{'Balanced': 12, 'Accurate': 4}",8.29255454255488,98.93172748313539,0.08382098193896885,2,0,1
79,proposed,12,Balanced,{'Balanced': 12},7.449483394669231,98.52587880504626,0.07560940825922059,1,0,1
79,best_all,12,Balanced,{'Balanced': 12},6.46367329062237,98.52587880504626,0.06560381261264442,1,0,1
79,primary_only,12,Balanced,{'Balanced': 12},6.671233507239096,98.52587880504626,0.06771046945381229,1,0,1
79,random_residual,12,Balanced,{'Balanced': 12},6.540545859891689,98.52587880504626,0.06638403979967036,1,0,1
80,proposed,24,Fast,"{'Fast': 10, 'Diverse': 6, 'Accurate': 4, 'Balanced': 4}",10.137023333956698,80.50611241718903,0.12591619480302121,4,1,1
80,best_all,24,Fast,{'Fast': 24},6.582983014389229,106.41466980125367,0.0618616120003379,1,0,1
80,primary_only,24,Fast,{'Fast': 10},5.939844643857772,80.50611241718903,0.07378128772480068,1,0,1
80,random_residual,24,Fast,"{'Fast': 10, 'Balanced': 5, 'Accurate': 4, 'Diverse': 5}",9.931658625349359,80.50611241718903,0.12336527410344596,4,1,1
81,proposed,16,Fast,"{'Fast': 10, 'Diverse': 6}",7.928744948415766,84.71506928033946,0.09359308816921261,2,1,1
81,best_all,16,Fast,{'Fast': 16},6.8172877069352795,98.34411084854314,0.06932075187943265,1,0,1
81,primary_only,16,Fast,{'Fast': 10},5.593097678594359,84.71506928033946,0.06602246478823805,1,0,1
81,random_residual,16,Fast,"{'Fast': 10, 'Accurate': 4, 'Balanced': 2}",7.4342299586967,84.71506928033946,0.0877556970896797,3,0,1
82,proposed,24,Fast,"{'Fast': 10, 'Diverse': 6, 'Accurate': 5, 'Balanced': 3}",9.87797745643346,82.09481511441257,0.12032401123830878,4,1,1
82,best_all,24,Accurate,{'Accurate': 24},9.22513996650465,150.95102244751254,0.06111346459883927,1,0,1
82,primary_only,24,Fast,{'Fast': 10},6.289746417510753,82.09481511441257,0.0766156353326938,1,0,1
82,random_residual,24,Fast,"{'Fast': 10, 'Accurate': 5, 'Diverse': 6, 'Balanced': 3}",10.122298567803847,82.09481511441257,0.1233000957940738,4,1,1
83,proposed,16,Balanced,"{'Balanced': 12, 'Diverse': 4}",8.791783522957642,93.81623625058138,0.09371281426676462,2,1,1
83,best_all,16,Balanced,{'Balanced': 16},7.569710903739713,104.35498166744185,0.07253808857791615,1,0,1
83,primary_only,16,Balanced,{'Balanced': 12},7.070812228697979,93.81623625058138,0.0753687475781055,1,0,1
83,random_residual,16,Balanced,"{'Balanced': 12, 'Fast': 4}",6.624344805586495,93.81623625058138,0.07060979069649517,2,0,1
84,proposed,32,Fast,"{'Fast': 10, 'Diverse': 6, 'Accurate': 4, 'Balanced': 5}",10.038775492317242,81.26388230287276,0.12353305315764322,4,1,1
84,best_all,32,Fast,{'Fast': 32},6.14942636074842,123.64442336919282,0.049734765169203804,1,0,1
84,primary_only,32,Fast,{'Fast': 10},5.686846010694695,81.26388230287276,0.06997999418117462,1,0,1
84,random_residual,32,Fast,"{'Fast': 10, 'Accurate': 4, 'Balanced': 5, 'Diverse': 6}",10.009924978733636,81.26388230287276,0.12317803057238105,4,1,1
85,proposed,24,Balanced,"{'Balanced': 12, 'Diverse': 6, 'Accurate': 6}",9.43868632440155,94.58361825127471,0.09979197771147165,3,1,1
85,best_all,24,Balanced,{'Balanced': 24},7.6244844437034445,126.96723650254941,0.06005080250408026,1,0,1
85,primary_only,24,Balanced,{'Balanced': 12},7.4296455100881165,94.58361825127471,0.07855108154511721,1,0,1
85,random_residual,24,Balanced,"{'Balanced': 12, 'Accurate': 7, 'Diverse': 5}",10.181682210131981,94.58361825127471,0.10764741715719638,3,1,1
86,proposed,32,Fast,"{'Fast': 10, 'Diverse': 6, 'Accurate': 4, 'Balanced': 5}",10.147608493117033,78.75939049527133,0.12884315672461039,4,1,1
86,best_all,32,Fast,{'Fast': 32},6.563001698272514,115.63004958486825,0.056758617001677496,1,0,1
86,primary_only,32,Fast,{'Fast': 10},5.580632040270704,78.75939049527133,0.07085671949944511,1,0,1
86,random_residual,32,Fast,"{'Fast': 10, 'Accurate': 4, 'Diverse': 6, 'Balanced': 5}",10.392482349372656,78.75939049527133,0.13195229526308505,4,1,1
87,proposed,16,Balanced,"{'Balanced': 12, 'Diverse': 4}",8.110197181718556,96.86284724038,0.08372866803710466,2,1,1
87,best_all,16,Balanced,{'Balanced': 16},7.3090833485855935,108.41712965384001,0.06741631485653997,1,0,1
87,primary_only,16,Balanced,{'Balanced': 12},6.738540459997021,96.86284724038,0.0695678544661639,1,0,1
87,random_residual,16,Balanced,"{'Balanced': 12, 'Diverse': 4}",8.484467966966305,96.86284724038,0.087592593122013,2,1,1
88,proposed,12,Balanced,{'Balanced': 12},6.377606247135708,97.81986959499461,0.06519745194448763,1,0,1
88,best_all,12,Balanced,{'Balanced': 12},6.481015881600099,97.81986959499461,0.06625459539491892,1,0,1
88,primary_only,12,Balanced,{'Balanced': 12},6.843933383192419,97.81986959499461,0.06996465453827,1,0,1
88,random_residual,12,Balanced,{'Balanced': 12},7.315066495308097,97.81986959499461,0.07478098800984707,1,0,1
89,proposed,24,Balanced,"{'Balanced': 12, 'Diverse': 6, 'Accurate': 6}",10.167644296443022,101.35866559624677,0.10031351771090721,3,1,1
89,best_all,24,Balanced,{'Balanced': 24},7.318591321583082,140.51733119249354,0.052083193293483515,1,0,1
89,primary_only,24,Balanced,{'Balanced': 12},6.669655189894492,101.35866559624677,0.06580251575590458,1,0,1
89,random_residual,24,Balanced,"{'Balanced': 12, 'Accurate': 8, 'Diverse': 4}",10.500748880078952,101.35866559624677,0.10359991243282297,3,1,1
90,proposed,6,Fast,{'Fast': 6},5.069900888652384,73.60137685769546,0.06888323432392822,1,0,1
90,best_all,6,Fast,{'Fast': 6},5.365301796518765,73.60137685769546,0.07289675853336691,1,0,1
90,primary_only,6,Fast,{'Fast': 6},4.922378868682958,73.60137685769546,0.06687889654836388,1,0,1
90,random_residual,6,Fast,{'Fast': 6},5.027393587432061,73.60137685769546,0.06830570027449721,1,0,1
91,proposed,40,Balanced,"{'Balanced': 12, 'Diverse': 6, 'Accurate': 7, 'Fast': 10}",10.984574556466825,96.3677491937251,0.11398600308060401,4,1,1
91,best_all,40,Balanced,{'Balanced': 40},7.712469700362197,176.09249731241704,0.043797832491858,1,0,1
91,primary_only,40,Balanced,{'Balanced': 12},6.562633784308943,96.3677491937251,0.06809989689721074,1,0,1
91,random_residual,40,Balanced,"{'Balanced': 12, 'Accurate': 7, 'Diverse': 6, 'Fast': 10}",11.664629211241122,96.3677491937251,0.12104287283697038,4,1,1
92,proposed,32,Balanced,"{'Balanced': 12, 'Diverse': 6, 'Accurate': 7, 'Fast': 7}",11.62047294328847,92.56544106430265,0.12553792008851392,4,1,1
92,best_all,32,Balanced,{'Balanced': 32},7.282539773669905,143.17450950480708,0.050864778925087874,1,0,1
92,primary_only,32,Balanced,{'Balanced': 12},7.415810342177419,92.56544106430265,0.08011424411650414,1,0,1
92,random_residual,32,Balanced,"{'Balanced': 12, 'Fast': 10, 'Diverse': 6, 'Accurate': 4}",11.51652274812922,92.56544106430265,0.12441492867871726,4,1,1
93,proposed,12,Balanced,{'Balanced': 12},6.53960897209144,97.50577806110313,0.06706893788379718,1,0,1
93,best_all,12,Balanced,{'Balanced': 12},6.737446253148406,97.50577806110313,0.06909791796057775,1,0,1
93,primary_only,12,Balanced,{'Balanced': 12},7.2891517814036835,97.50577806110313,0.07475610088292256,1,0,1
93,random_residual,12,Balanced,{'Balanced': 12},6.92017346344653,97.50577806110313,0.07097193213626707,1,0,1
94,proposed,12,Balanced,{'Balanced': 12},6.912097151009709,95.74515968521527,0.0721926536415507,1,0,1
94,best_all,12,Balanced,{'Balanced': 12},6.861393568805138,95.74515968521527,0.07166308554253377,1,0,1
94,primary_only,12,Balanced,{'Balanced': 12},6.495986421276034,95.74515968521527,0.06784662997725542,1,0,1
94,random_residual,12,Balanced,{'Balanced': 12},6.83955587174081,95.74515968521527,0.07143500406942198,1,0,1
95,proposed,12,Balanced,{'Balanced': 12},6.668439334069901,95.24691317965693,0.0700121306975244,1,0,1
95,best_all,12,Balanced,{'Balanced': 12},6.972656164939945,95.24691317965693,0.07320611169611303,1,0,1
95,primary_only,12,Balanced,{'Balanced': 12},6.684766916847872,95.24691317965693,0.07018355444484495,1,0,1
95,random_residual,12,Balanced,{'Balanced': 12},6.809966591445242,95.24691317965693,0.0714980293230094,1,0,1
96,proposed,6,Balanced,{'Balanced': 6},5.460108110476833,77.95955180779319,0.07003770524410603,1,0,1
96,best_all,6,Balanced,{'Balanced': 6},5.1188351133341,77.95955180779319,0.06566014035014499,1,0,1
96,primary_only,6,Balanced,{'Balanced': 6},5.26545571056091,77.95955180779319,0.06754086687854138,1,0,1
96,random_residual,6,Balanced,{'Balanced': 6},5.177000290824179,77.95955180779319,0.06640623465342527,1,0,1
97,proposed,8,Balanced,{'Balanced': 8},5.797668679236458,82.67419389640091,0.07012670346083472,1,0,1
97,best_all,8,Balanced,{'Balanced': 8},5.518080041605629,82.67419389640091,0.06674489077595772,1,0,1
97,primary_only,8,Balanced,{'Balanced': 8},5.940380581515629,82.67419389640091,0.07185289993827486,1,0,1
97,random_residual,8,Balanced,{'Balanced': 8},5.836526922908345,82.67419389640091,0.0705967200626365,1,0,1
98,proposed,6,Fast,{'Fast': 6},5.139479529617998,75.01710018359961,0.06851077310425818,1,0,1
98,best_all,6,Fast,{'Fast': 6},4.776098413957736,75.01710018359961,0.06366679600075899,1,0,1
98,primary_only,6,Fast,{'Fast': 6},5.044964496268704,75.01710018359961,0.06725085992289054,1,0,1
