prompt_id,method,budget,round,selected_nodes,accepted_tokens,draft_time_s,comm_time_s,verify_time_s,total_round_time_s,round_tps,input_len,expansions,generated_candidates
0,bfs,4,6,4,2,0.0071568563580513,1.28e-08,0.03006400167942047,0.03722087083747177,53.733294116980154,21,4.0,16.0
0,bfs,4,7,4,2,0.00706871971487999,1.28e-08,0.030205417424440384,0.03727414993932037,53.6564885652887,23,4.0,16.0
0,bfs,4,8,4,2,0.007136166095733643,1.28e-08,0.030140526592731476,0.037276705488465116,53.65281008051741,25,4.0,16.0
0,bfs,4,9,4,2,0.007079601287841797,1.28e-08,0.03021777793765068,0.037297392025492475,53.623052213222195,27,4.0,16.0
0,bfs,4,10,4,2,0.007140066474676132,1.28e-08,0.030286241322755814,0.03742632059743194,53.43832810904828,29,4.0,16.0
0,bfs,4,11,4,1,0.007109165191650391,1.28e-08,0.03034847602248192,0.037457654014132306,26.696813410223513,31,4.0,16.0
0,bfs,4,12,4,2,0.007182128727436066,1.28e-08,0.030278202146291733,0.037460343673727796,53.38979314817839,32,4.0,16.0
0,bfs,4,13,4,2,0.007107697427272797,1.28e-08,0.030354388058185577,0.03746209828545837,53.387292531244526,34,4.0,16.0
0,bfs,4,14,4,1,0.0073354244232177734,1.28e-08,0.030313458293676376,0.03764889551689415,26.561204154083914,36,4.0,16.0
0,greedy,4,1,4,1,0.007198013365268707,1.28e-08,0.02905585989356041,0.036253886058829114,27.58324992739542,13,4.0,16.0
0,greedy,4,2,4,2,0.006989385932683945,1.28e-08,0.02913118526339531,0.03612058399607925,55.37009036778287,14,4.0,16.0
0,greedy,4,3,4,3,0.007166579365730286,1.28e-08,0.02920902892947197,0.03637562109520225,82.47281859870934,16,4.0,16.0
0,greedy,4,4,4,2,0.007231708616018295,1.28e-08,0.03012024238705635,0.03735196380307464,53.5447081321965,19,4.0,16.0
0,greedy,4,5,4,4,0.007175326347351074,1.28e-08,0.03019966185092926,0.03737500099828033,107.02340851265916,21,4.0,16.0
0,greedy,4,6,4,3,0.007174745202064514,1.28e-08,0.03013143688440323,0.03730619488646774,80.41559878003545,25,4.0,16.0
0,greedy,4,7,4,2,0.0071886032819747925,1.28e-08,0.030130013823509216,0.037318629905484006,53.59253555302946,28,4.0,16.0
0,greedy,4,8,4,2,0.007238943129777908,1.28e-08,0.030374940484762192,0.0376138964145401,53.17183782180238,30,4.0,16.0
0,greedy,4,9,4,3,0.0071901604533195496,1.28e-08,0.030254196375608444,0.03744436962892799,80.11885444273369,32,4.0,16.0
0,greedy,4,10,4,2,0.0072061046957969666,1.28e-08,0.03035660833120346,0.037562725827000425,53.24427223975269,35,4.0,16.0
0,chain,8,1,8,1,0.013765394687652588,2.56e-08,0.029277343302965164,0.043042763590617754,23.232708975451914,13,8.0,
0,chain,8,2,8,2,0.01372767984867096,2.56e-08,0.0293353870511055,0.04306309249977646,46.44348289687699,14,8.0,
0,chain,8,3,8,1,0.01383792981505394,2.56e-08,0.029336072504520416,0.04317402791957436,23.162073315531842,16,8.0,
0,chain,8,4,8,2,0.013834185898303986,2.56e-08,0.031115490943193436,0.04494970244149742,44.49417663227079,17,8.0,
0,chain,8,5,8,2,0.013878505676984787,2.56e-08,0.03186707943677902,0.04574561071376381,43.72004152516966,19,8.0,
0,chain,8,6,8,4,0.01543787494301796,2.56e-08,0.034904658794403076,0.05034255933742104,79.45563460907891,21,8.0,
0,chain,8,7,8,3,0.016230005770921707,2.56e-08,0.03495630621910095,0.051186337590022654,58.60938956071681,25,8.0,
0,chain,8,8,8,1,0.01616036519408226,2.56e-08,0.034883126616477966,0.05104351741056022,19.591126370791866,28,8.0,
0,chain,8,9,8,3,0.014850161969661713,2.56e-08,0.03458493947982788,0.049435127049489595,60.68559299942113,29,8.0,
0,chain,8,10,8,5,0.016349125653505325,2.56e-08,0.0343792550265789,0.05072840628008422,98.5641057279377,32,8.0,
0,bfs,8,1,8,1,0.01556209847331047,2.56e-08,0.03349960967898369,0.04906173375229416,20.3824839344011,13,8.0,32.0
0,bfs,8,2,8,3,0.022630318999290466,2.56e-08,0.029762770980596542,0.052393115579887004,57.259431259164494,14,8.0,32.0
0,bfs,8,3,8,2,0.014222394675016403,2.56e-08,0.03043239563703537,0.044654815912051775,44.7880023498255,17,8.0,32.0
0,bfs,8,4,8,2,0.014519885182380676,2.56e-08,0.030514977872371674,0.04503488865475235,44.410013208480486,19,8.0,32.0
